bank_id,destination,section,exact_i_can,learning_target,stage,question_family_id,task_architecture,representation,response_type,mastery_goal,source_basis,security,summative_version
U7_S1_WTC_01,WTC,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_wtc_shared_experience,WTC-FRQ-PREVIEW-01,Table,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_NOTES_EXAMPLE_01,Notes Example,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_constant_ratio_table,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_NOTES_YTI_01,Notes YTI,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_constant_ratio_table,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_NOTES_EXAMPLE_02,Notes Example,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_repeated_multiplier,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_NOTES_YTI_02,Notes YTI,1,I can apply repeated multiplication and constant ratios to exponential patterns.,I can apply repeated multiplication and constant ratios to exponential patterns.,Intro,s1_repeated_multiplier,PROC-MULTISTEP-CHAIN-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_NOTES_EXAMPLE_03,Notes Example,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_equation_classify,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_NOTES_YTI_03,Notes YTI,1,I can determine whether a relationship is exponential by checking how values change across representations.,I can determine whether a relationship is exponential by checking how values change across representations.,Intro,s1_equation_classify,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_NOTES_EXAMPLE_04,Notes Example,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_graph_growth_decay,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Graph,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_NOTES_YTI_04,Notes YTI,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_graph_growth_decay,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Graph,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
U7_S1_NOTES_EXAMPLE_05,Notes Example,1,"I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.","I can construct evidence from patterns, tables, graphs, and situations to support an exponential growth or decay relationship.",Intro,s1_context_growth_decay,MODEL-SELECT-BEST-FIT-01,Context,constructed_response,,Original Unit 7 Assessment Plan §7.1; Framework section enrichment/source packet for 7.1,instructional,
