"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,Answer 3 (Optional),Answer 4 (Optional),Time Limit (sec) (Max: 300 seconds),Correct Answer(s) (Only include Answer #)
1,Factor $25x^2-225$.,$(5x-15)(5x+15)$.,$(5x-15)^2$,$(5x+15)^2$,$(5x-15)(5x-15)$,45,1
2,Factor $81x^2-9$.,$(9x-3)^2$,$(9x-3)(9x+3)$.,$(9x+3)^2$,$(9x-3)(9x-3)$,45,2
3,Factor $x^2+6x+9$.,$(x-3)^2$,$(x+3)(x-3)$,$(x+3)^2$.,$x(x+6)+9$,45,3
4,Factor $x^2+30x+225$.,$(x-15)^2$,$(x+15)(x-15)$,$x(x+30)+225$,$(x+15)^2$.,45,4
5,Factor $16x^2-121$.,$(4x-11)^2$,$(4x-11)(4x+11)$.,$(4x+11)^2$,$(4x-11)(4x-11)$,45,2
6,Factor $36x^2-81$.,$(6x-9)^2$,$(6x+9)^2$,$(6x-9)(6x+9)$.,$(6x-9)(6x-9)$,45,3
7,Factor $25x^2-225$.,$(5x-15)^2$,$(5x+15)^2$,$(5x-15)(5x-15)$,$(5x-15)(5x+15)$.,45,4
8,Factor $x^2+8x+16$.,$(x+4)^2$.,$(x-4)^2$,$(x+4)(x-4)$,$x(x+8)+16$,45,1
9,Factor $64x^2-121$.,$(8x-11)^2$,$(8x+11)^2$,$(8x-11)(8x+11)$.,$(8x-11)(8x-11)$,45,3
10,Factor $x^2+22x+121$.,$(x-11)^2$,$(x+11)(x-11)$,$x(x+22)+121$,$(x+11)^2$.,45,4
11,Classify the function family represented by the table and name the numerical pattern that supports your choice.,Exponential; constant ratio 3 with starting output 6.,Linear,Quadratic,Absolute Value,45,1
12,Classify the function family represented by the table and name the numerical pattern that supports your choice.,Quadratic,Linear; constant first difference 6.,Exponential,Absolute Value,45,2
13,Classify the function family represented by the table and name the numerical pattern that supports your choice.,Linear,Quadratic,Exponential,Absolute Value; V-shaped symmetric distance pattern with minimum 0.,45,4
14,Classify the function family represented by the table and name the numerical pattern that supports your choice.,Absolute Value; V-shaped symmetric distance pattern with minimum 0.,Linear,Quadratic,Exponential,45,1
15,Classify the function family represented by the table and name the numerical pattern that supports your choice.,Linear,Absolute Value; V-shaped symmetric distance pattern with minimum 2.,Quadratic,Exponential,45,2
16,Determine whether the table matches $y=6x-7$. Use at least two input-output pairs to support your conclusion.,No; the slope differs,No; the starting value differs,Yes; the displayed input-output pairs satisfy the equation.,Cannot determine from a table,45,3
17,Determine whether the table matches $y=12x+15$. Use at least two input-output pairs to support your conclusion.,Yes; the displayed input-output pairs satisfy the equation.,No; the slope differs,No; the starting value differs,Cannot determine from a table,45,1
18,Determine whether the table matches $y=2x-2$. Use at least two input-output pairs to support your conclusion.,No; the slope differs,No; the starting value differs,Yes; the displayed input-output pairs satisfy the equation.,Cannot determine from a table,45,3
19,Determine whether the table matches $y=11x-9$. Use at least two input-output pairs to support your conclusion.,No; the slope differs,Yes; the displayed input-output pairs satisfy the equation.,No; the starting value differs,Cannot determine from a table,45,2
20,Determine whether the table matches $y=5x+26$. Use at least two input-output pairs to support your conclusion.,No; the slope differs,No; the starting value differs,Cannot determine from a table,Yes; the displayed input-output pairs satisfy the equation.,45,4
21,Determine whether the table matches $y=6x-22$. Use at least two input-output pairs to support your conclusion.,No; the slope differs,No; the starting value differs,Yes; the displayed input-output pairs satisfy the equation.,Cannot determine from a table,45,3
22,Determine whether the table matches $y=13x-27$. Use at least two input-output pairs to support your conclusion.,Yes; the displayed input-output pairs satisfy the equation.,No; the slope differs,No; the starting value differs,Cannot determine from a table,45,1
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
