"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,Answer 3 (Optional),Answer 4 (Optional),Time Limit (sec) (Max: 300 seconds),Correct Answer(s) (Only include Answer #)
1,"For $y=-(x+12)(x-3)$, state the zeros and the x-intercepts.","Zeros: $x=-12$ and $x=3$; x-intercepts: $(-12,0)$ and $(3,0)$.",$x=12$ and $x=-3$,$x=-9$ only,$x=-36$ only,45,1
2,"For $y=-(x+11)(x-6)$, state the zeros and the x-intercepts.",$x=11$ and $x=-6$,"Zeros: $x=-11$ and $x=6$; x-intercepts: $(-11,0)$ and $(6,0)$.",$x=-5$ only,$x=-66$ only,45,2
3,"For $y=(x+5)(x-2)$, state the zeros and the x-intercepts.",$x=5$ and $x=-2$,$x=-3$ only,"Zeros: $x=-5$ and $x=2$; x-intercepts: $(-5,0)$ and $(2,0)$.",$x=-10$ only,45,3
4,"For $y=(x+10)(x-4)$, state the zeros and the x-intercepts.",$x=10$ and $x=-4$,$x=-6$ only,$x=-40$ only,"Zeros: $x=-10$ and $x=4$; x-intercepts: $(-10,0)$ and $(4,0)$.",45,4
5,"For $y=-(x+2)(x-3)$, state the zeros and the x-intercepts.",$x=2$ and $x=-3$,"Zeros: $x=-2$ and $x=3$; x-intercepts: $(-2,0)$ and $(3,0)$.",$x=1$ only,$x=-6$ only,45,2
6,"For $y=2(x+1)(x-6)$, state the zeros and the x-intercepts.",$x=1$ and $x=-6$,$x=5$ only,"Zeros: $x=-1$ and $x=6$; x-intercepts: $(-1,0)$ and $(6,0)$.",$x=-6$ only,45,3
7,"For $y=-(x+10)(x-3)$, state the zeros and the x-intercepts.",$x=10$ and $x=-3$,$x=-7$ only,$x=-30$ only,"Zeros: $x=-10$ and $x=3$; x-intercepts: $(-10,0)$ and $(3,0)$.",45,4
8,"For $y=-(x+7)(x-6)$, state the zeros and the x-intercepts.","Zeros: $x=-7$ and $x=6$; x-intercepts: $(-7,0)$ and $(6,0)$.",$x=7$ and $x=-6$,$x=-1$ only,$x=-42$ only,45,1
9,"For $y=(x+11)(x-8)$, state the zeros and the x-intercepts.",$x=11$ and $x=-8$,$x=-3$ only,"Zeros: $x=-11$ and $x=8$; x-intercepts: $(-11,0)$ and $(8,0)$.",$x=-88$ only,45,3
10,"For $y=-(x+13)(x-8)$, state the zeros and the x-intercepts.",$x=13$ and $x=-8$,$x=-5$ only,$x=-104$ only,"Zeros: $x=-13$ and $x=8$; x-intercepts: $(-13,0)$ and $(8,0)$.",45,4
11,"Start with $y=|x|$. Describe the transformations that produce $y=-2|x+8|-7$, including the effect of the outside factor.","Shift horizontally by 8 unit(s) left, shift 7 unit(s) down, and apply an outside factor of -2.",horizontal shift only,vertical shift only,reflection only,45,1
12,"Start with $y=x^2$. Describe the transformations that produce $y=-3(x-1)^2+10$, including the effect of the outside factor.",horizontal shift only,"Shift horizontally by 1 unit(s) right, shift 10 unit(s) up, and apply an outside factor of -3.",vertical shift only,reflection only,45,2
13,"Start with $y=2^x$. Describe the transformations that produce $y=4(2^(x+1))-6$, including the effect of the outside factor.",horizontal shift only,vertical shift only,reflection only,"Shift horizontally by 1 unit(s) left, shift 6 unit(s) down, and apply an outside factor of 4.",45,4
14,"Start with $y=x^2$. Describe the transformations that produce $y=2(x-4)^2-5$, including the effect of the outside factor.","Shift horizontally by 4 unit(s) right, shift 5 unit(s) down, and apply an outside factor of 2.",horizontal shift only,vertical shift only,reflection only,45,1
