"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,Answer 3 (Optional),Answer 4 (Optional),Time Limit (sec) (Max: 300 seconds),Correct Answer(s) (Only include Answer #)
1,Factor $x^2-6x-7$ completely.,$(x+1)(x-7)$.,$(x+1)(x+7)$,$(x-1)(x-7)$,$(x-6)(x-7)$,45,1
2,Factor $x^2+18x+65$ completely.,$(x+5)(x-13)$,$(x+5)(x+13)$.,$(x-5)(x+13)$,$(x+18)(x+65)$,45,2
3,Factor $x^2+7x-60$ completely.,$(x-5)(x-12)$,$(x+5)(x+12)$,$(x-5)(x+12)$.,$(x+7)(x-60)$,45,3
4,Factor $x^2-10x+24$ completely.,$(x-4)(x+6)$,$(x+4)(x-6)$,$(x-10)(x+24)$,$(x-4)(x-6)$.,45,4
5,Factor $x^2+17x+60$ completely.,$(x+12)(x-5)$,$(x+12)(x+5)$.,$(x-12)(x+5)$,$(x+17)(x+60)$,45,2
6,Factor $x^2+13x+22$ completely.,$(x+2)(x-11)$,$(x-2)(x+11)$,$(x+2)(x+11)$.,$(x+13)(x+22)$,45,3
7,Factor $x^2-3x-130$ completely.,$(x+10)(x+13)$,$(x-10)(x-13)$,$(x-3)(x-130)$,$(x+10)(x-13)$.,45,4
8,Factor $x^2+22x+120$ completely.,$(x+12)(x+10)$.,$(x+12)(x-10)$,$(x-12)(x+10)$,$(x+22)(x+120)$,45,1
9,Factor $x^2+2x+1$ completely.,$(x+1)(x-1)$,$(x-1)(x+1)$,$(x+1)(x+1)$.,$(x+2)(x+1)$,45,3
10,Factor $x^2+8x+15$ completely.,$(x+3)(x-5)$,$(x-3)(x+5)$,$(x+8)(x+15)$,$(x+3)(x+5)$.,45,4
11,The quadratic $y=-x^2-x+72$ has zeros $x=-9$ and $x=8$. Explain how those zeros connect to a factored form and the graph.,"A matching factored form is $y=-(x+9)(x-8)$; the graph crosses or touches the x-axis at $(-9,0)$ and $(8,0)$.","Vertex is $(-9,8)$",Zeros are the y-intercepts,Factored form cannot show intercepts,45,1
