q_id,artifact_type,artifact_unit,artifact_section,artifact_day,artifact_slot,usage_type,combine_with
2-S1-DOK1.03,formative,2,2.1,—,dok1-1 V1-4,number-swap,—
2-S1-DOK1.08,formative,2,2.1,—,dok1-1 V5-6,number-swap,—
2-S1-DOK1.06,formative,2,2.1,—,dok1-1 V7-8,number-swap,—
2-S2-DOK1.04,formative,2,2.2,—,dok1-2 V1-4,number-swap,—
2-S2-DOK1.01,formative,2,2.2,—,dok1-2 V5-6,number-swap,—
2-S2-DOK1.05,formative,2,2.2,—,dok1-2 V7-8,number-swap,—
2-S3-DOK1.04,formative,2,2.3,—,dok1-3 V1-4,number-swap,—
2-S3-DOK1.03,formative,2,2.3,—,dok1-3 V5-6,number-swap,—
2-S3-DOK1.14,formative,2,2.3,—,dok1-3 V7-8,number-swap,—
2-S4-DOK1.06,formative,2,2.4,—,dok1-4 V1-4,number-swap,—
2-S4-DOK1.08,formative,2,2.4,—,dok1-4 V5-6,number-swap,—
2-S4-DOK1.05,formative,2,2.4,—,dok1-4 V7-8,number-swap,—
2-S1-DOK2.01,formative,2,2.1,—,dok2-1 V1-4,number-swap,—
2-S1-DOK2.05,formative,2,2.1,—,dok2-1 V5-6,number-swap,—
2-S1-DOK2.07,formative,2,2.1,—,dok2-1 V7-8,number-swap,—
2-S2-DOK2.08,formative,2,2.2,—,dok2-2 V1-4,number-swap,—
2-S2-DOK2.04,formative,2,2.2,—,dok2-2 V5-6,number-swap,—
2-S2-DOK2.09,formative,2,2.2,—,dok2-2 V7-8,number-swap,—
2-S3-DOK2.02,formative,2,2.3,—,dok2-3 V1-4,number-swap,—
2-S3-DOK2.03,formative,2,2.3,—,dok2-3 V5-6,number-swap,—
2-S3-DOK2.10,formative,2,2.3,—,dok2-3 V7-8,number-swap,—
2-S4-DOK2.01,formative,2,2.4,—,dok2-4 V1-4,number-swap,—
2-S4-DOK2.02,formative,2,2.4,—,dok2-4 V5-6,number-swap,—
2-S4-DOK2.10,formative,2,2.4,—,dok2-4 V7-8,number-swap,—
2-S1-DOK3.03,formative,2,2.1,—,dok3-1 V1-4,number-swap,—
2-S1-DOK3.01,formative,2,2.1,—,dok3-1 V5-6,number-swap,—
2-S1-DOK3.04,formative,2,2.1,—,dok3-1 V7-8,number-swap,—
2-S2-DOK3.03,formative,2,2.2,—,dok3-2 V1-4,number-swap,—
2-S2-DOK3.01,formative,2,2.2,—,dok3-2 V5-6,number-swap,—
2-S2-DOK3.04,formative,2,2.2,—,dok3-2 V7-8,number-swap,—
2-S3-DOK3.04,formative,2,2.3,—,dok3-3 V1-4,number-swap,—
2-S3-DOK3.01,formative,2,2.3,—,dok3-3 V5-6,number-swap,—
2-S3-DOK3.03,formative,2,2.3,—,dok3-3 V7-8,number-swap,—
2-S5-DOK3.04,formative,2,2.5,—,dok3-4 V1-4,number-swap,—
2-S5-DOK3.02,formative,2,2.5,—,dok3-4 V5-6,number-swap,—
2-S5-DOK3.03,formative,2,2.5,—,dok3-4 V7-8,number-swap,—
2-S3-DOK4.01,formative,2,2.3,—,dok4-1 V1-4,number-swap,—
2-S1-DOK4.01,formative,2,2.1,—,dok4-1 V5-6,number-swap,—
2-S3-DOK4.03,formative,2,2.3,—,dok4-1 V7-8,number-swap,—
2-S2-DOK4.04,formative,2,2.2,—,dok4-2 V1-4,number-swap,—
2-S2-DOK4.02,formative,2,2.2,—,dok4-2 V5-6,number-swap,—
2-S2-DOK4.03,formative,2,2.2,—,dok4-2 V7-8,number-swap,—
2-S4-DOK4.01,formative,2,2.4,—,dok4-3 V1-4,number-swap,—
2-S4-DOK4.03,formative,2,2.4,—,dok4-3 V5-6,number-swap,—
2-S4-DOK4.04,formative,2,2.4,—,dok4-3 V7-8,number-swap,—
2-S5-DOK4.01,formative,2,2.5,—,dok4-4 V1-4,number-swap,—
2-S5-DOK4.02,formative,2,2.5,—,dok4-4 V5-6,number-swap,—
2-S5-DOK4.03,formative,2,2.5,—,dok4-4 V7-8,number-swap,—
