q_id,artifact_type,artifact_unit,artifact_section,artifact_day,artifact_slot,usage_type,combine_with
3-S1-DOK1.03,formative,3,S1,-,dok1-1 V1-4,context-swap,-
3-S1-DOK1.09,formative,3,S1,-,dok1-1 V5-6,structure-adapt,-
3-S1-DOK1.10,formative,3,S1,-,dok1-1 V7-8,structure-adapt,-
3-S2-DOK1.01,formative,3,S2,-,dok1-2 V1-4,context-swap,-
3-S2-DOK1.04,formative,3,S2,-,dok1-2 V5-6,structure-adapt,-
3-S2-DOK1.14,formative,3,S2,-,dok1-2 V7-8,structure-adapt,-
3-S4-DOK1.01,formative,3,S4,-,dok1-3 V1-4,context-swap,-
3-S4-DOK1.03,formative,3,S4,-,dok1-3 V5-6,structure-adapt,-
3-S4-DOK1.09,formative,3,S4,-,dok1-3 V7-8,structure-adapt,-
3-S5-DOK1.03,formative,3,S5,-,dok1-4 V1-4,context-swap,-
3-S5-DOK1.04,formative,3,S5,-,dok1-4 V5-6,structure-adapt,-
3-S5-DOK1.06,formative,3,S5,-,dok1-4 V7-8,structure-adapt,-
3-S1-DOK2.03,formative,3,S1,-,dok2-1 V1-4,context-swap,-
3-S1-DOK2.01,formative,3,S1,-,dok2-1 V5-6,structure-adapt,-
3-S1-DOK2.04,formative,3,S1,-,dok2-1 V7-8,structure-adapt,-
3-S2-DOK2.01,formative,3,S2,-,dok2-2 V1-4,context-swap,-
3-S2-DOK2.02,formative,3,S2,-,dok2-2 V5-6,structure-adapt,-
3-S2-DOK2.07,formative,3,S2,-,dok2-2 V7-8,structure-adapt,-
3-S3-DOK2.01,formative,3,S3,-,dok2-3 V1-4,context-swap,-
3-S3-DOK2.04,formative,3,S3,-,dok2-3 V5-6,structure-adapt,-
3-S3-DOK2.06,formative,3,S3,-,dok2-3 V7-8,structure-adapt,-
3-S5-DOK2.01,formative,3,S5,-,dok2-4 V1-4,context-swap,-
3-S5-DOK2.03,formative,3,S5,-,dok2-4 V5-6,structure-adapt,-
3-S5-DOK2.07,formative,3,S5,-,dok2-4 V7-8,structure-adapt,-
3-S1-DOK3.04,formative,3,S1,-,dok3-1 V1-4,context-swap,-
3-S1-DOK3.01,formative,3,S1,-,dok3-1 V5-6,structure-adapt,-
3-S1-DOK3.03,formative,3,S1,-,dok3-1 V7-8,structure-adapt,-
3-S2-DOK3.01,formative,3,S2,-,dok3-2 V1-4,context-swap,-
3-S2-DOK3.03,formative,3,S2,-,dok3-2 V5-6,structure-adapt,-
3-S2-DOK3.04,formative,3,S2,-,dok3-2 V7-8,structure-adapt,-
3-S4-DOK3.04,formative,3,S4,-,dok3-3 V1-4,context-swap,-
3-S4-DOK3.01,formative,3,S4,-,dok3-3 V5-6,structure-adapt,-
3-S4-DOK3.03,formative,3,S4,-,dok3-3 V7-8,structure-adapt,-
3-S5-DOK3.01,formative,3,S5,-,dok3-4 V1-4,context-swap,-
3-S5-DOK3.02,formative,3,S5,-,dok3-4 V5-6,structure-adapt,-
3-S5-DOK3.04,formative,3,S5,-,dok3-4 V7-8,structure-adapt,-
3-S1-DOK4.01,formative,3,S1,-,dok4-1 V1-4,context-swap,-
3-S1-DOK4.02,formative,3,S1,-,dok4-1 V5-6,structure-adapt,-
3-S1-DOK4.01,formative,3,S1,-,dok4-1 V7-8,structure-adapt,-
3-S2-DOK4.01,formative,3,S2,-,dok4-2 V1-4,context-swap,-
3-S2-DOK4.02,formative,3,S2,-,dok4-2 V5-6,structure-adapt,-
3-S2-DOK4.01,formative,3,S2,-,dok4-2 V7-8,structure-adapt,-
3-S4-DOK4.01,formative,3,S4,-,dok4-3 V1-4,context-swap,-
3-S4-DOK4.02,formative,3,S4,-,dok4-3 V5-6,structure-adapt,-
3-S4-DOK4.01,formative,3,S4,-,dok4-3 V7-8,structure-adapt,-
3-S5-DOK4.01,formative,3,S5,-,dok4-4 V1-4,context-swap,-
3-S5-DOK4.02,formative,3,S5,-,dok4-4 V5-6,structure-adapt,-
3-S5-DOK4.01,formative,3,S5,-,dok4-4 V7-8,structure-adapt,-
