"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,Answer 3 (Optional),Answer 4 (Optional),Time Limit (sec) (Max: 300 seconds),Correct Answer(s) (Only include Answer #)
1,"Choose a reasonable model family for the data, state the pattern that supports it, and give a simple equation consistent with the table.",Linear; constant first differences; one matching rule is $y=3x+2$.,Quadratic,Exponential,absolute value,45,1
2,"Choose a reasonable model family for the data, state the pattern that supports it, and give a simple equation consistent with the table.",Linear,Exponential; constant ratio of 2; one matching rule is $y=2(2^x)$.,Quadratic,absolute value,45,2
3,"Choose a reasonable model family for the data, state the pattern that supports it, and give a simple equation consistent with the table.",Linear,Exponential,Quadratic; constant second differences; one matching rule is $y=x^2+0$.,absolute value,45,3
4,"Choose a reasonable model family for the data, state the pattern that supports it, and give a simple equation consistent with the table.",Linear,Quadratic,absolute value,Exponential; constant ratio of 2; one matching rule is $y=2(2^x)$.,45,4
5,"Choose a reasonable model family for the data, state the pattern that supports it, and give a simple equation consistent with the table.",Linear,Exponential; constant ratio of 2; one matching rule is $y=1.5(2^x)$.,Quadratic,absolute value,45,2
6,"Choose a reasonable model family for the data, state the pattern that supports it, and give a simple equation consistent with the table.",Linear,Quadratic,Exponential; constant ratio of 2; one matching rule is $y=1(2^x)$.,absolute value,45,3
7,"Choose a reasonable model family for the data, state the pattern that supports it, and give a simple equation consistent with the table.",Linear,Quadratic,absolute value,Exponential; constant ratio of 2; one matching rule is $y=1.5(2^x)$.,45,4
8,"Choose a reasonable model family for the data, state the pattern that supports it, and give a simple equation consistent with the table.",Quadratic; constant second differences; one matching rule is $y=x^2+0$.,Linear,Exponential,absolute value,45,1
9,"Choose a reasonable model family for the data, state the pattern that supports it, and give a simple equation consistent with the table.",Quadratic,Exponential,Linear; constant first differences; one matching rule is $y=3x+3$.,absolute value,45,3
10,"Choose a reasonable model family for the data, state the pattern that supports it, and give a simple equation consistent with the table.",Quadratic,Exponential,absolute value,Linear; constant first differences; one matching rule is $y=3x+2$.,45,4
11,A quantity begins at 12 when $x=0$ and is multiplied by 2 for each increase of 1 in $x$. Write an exponential equation and find the value at $x=4$.,"$y=12(2)^x$; at $x=4$, $y=192$.",$y=2(12)^x$,$y=12+2x$,initial value 2; factor 12,45,1
12,A quantity begins at 17 when $x=0$ and is multiplied by 0.75 for each increase of 1 in $x$. Write an exponential equation and find the value at $x=4$.,$y=0.75(17)^x$,"$y=17(0.75)^x$; at $x=4$, $y=5.379$.",$y=17+0.75x$,initial value 0.75; factor 17,45,2
13,A quantity begins at 7 when $x=0$ and is multiplied by 0.75 for each increase of 1 in $x$. Write an exponential equation and find the value at $x=2$.,$y=0.75(7)^x$,$y=7+0.75x$,initial value 0.75; factor 7,"$y=7(0.75)^x$; at $x=2$, $y=3.938$.",45,4
14,A quantity begins at 19 when $x=0$ and is multiplied by 2.5 for each increase of 1 in $x$. Write an exponential equation and find the value at $x=7$.,"$y=19(2.5)^x$; at $x=7$, $y=11596.68$.",$y=2.5(19)^x$,$y=19+2.5x$,initial value 2.5; factor 19,45,1
15,A quantity begins at 2 when $x=0$ and is multiplied by 3 for each increase of 1 in $x$. Write an exponential equation and find the value at $x=3$.,$y=3(2)^x$,"$y=2(3)^x$; at $x=3$, $y=54$.",$y=2+3x$,initial value 3; factor 2,45,2
16,"For $x^2-12x+26=0$, compute the discriminant and use it to describe the real solutions.",one repeated real solution,no real solutions,Discriminant $=40$; two distinct real solutions.,Alternative 3,45,3
17,"For $x^2+11x+9=0$, compute the discriminant and use it to describe the real solutions.",Discriminant $=85$; two distinct real solutions.,one repeated real solution,no real solutions,Alternative 3,45,1
18,"For $x^2+17x-3=0$, compute the discriminant and use it to describe the real solutions.",one repeated real solution,no real solutions,Discriminant $=301$; two distinct real solutions.,Alternative 3,45,3
19,"For $x^2+13x+23=0$, compute the discriminant and use it to describe the real solutions.",one repeated real solution,Discriminant $=77$; two distinct real solutions.,no real solutions,Alternative 3,45,2
20,"For $x^2+12x+8=0$, compute the discriminant and use it to describe the real solutions.",one repeated real solution,no real solutions,Alternative 3,Discriminant $=112$; two distinct real solutions.,45,4
21,"For $x^2-5x-23=0$, compute the discriminant and use it to describe the real solutions.",one repeated real solution,no real solutions,Discriminant $=117$; two distinct real solutions.,Alternative 3,45,3
22,"For $x^2-x+8=0$, compute the discriminant and use it to describe the real solutions.",Discriminant $=-31$; no real solutions.,two distinct real solutions,one repeated real solution,Alternative 3,45,1
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
