"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,Answer 3 (Optional),Answer 4 (Optional),Time Limit (sec) (Max: 300 seconds),Correct Answer(s) (Only include Answer #)
1,Solve $x^2+22x=3$ by completing the square.,$x=-11\pm\sqrt{124}$.,$x=11\pm\sqrt{124}$,$x=-11\pm124$,$x=-8$,45,1
2,Solve $x^2+4x=34$ by completing the square.,$x=2\pm\sqrt{38}$,$x=-2\pm\sqrt{38}$.,$x=-2\pm38$,$x=32$,45,2
3,Solve $x^2+22x=17$ by completing the square.,$x=11\pm\sqrt{138}$,$x=-11\pm138$,$x=-11\pm\sqrt{138}$.,$x=6$,45,3
4,Solve $x^2+24x=23$ by completing the square.,$x=12\pm\sqrt{167}$,$x=-12\pm167$,$x=11$,$x=-12\pm\sqrt{167}$.,45,4
5,Solve $x^2+4x=7$ by completing the square.,$x=2\pm\sqrt{11}$,$x=-2\pm\sqrt{11}$.,$x=-2\pm11$,$x=5$,45,2
6,Solve $x^2+20x=25$ by completing the square.,$x=10\pm\sqrt{125}$,$x=-10\pm125$,$x=-10\pm\sqrt{125}$.,$x=15$,45,3
7,Solve $x^2+8x=39$ by completing the square.,$x=4\pm\sqrt{55}$,$x=-4\pm55$,$x=35$,$x=-4\pm\sqrt{55}$.,45,4
8,Solve $x^2+6x=45$ by completing the square.,$x=-3\pm\sqrt{54}$.,$x=3\pm\sqrt{54}$,$x=-3\pm54$,$x=42$,45,1
9,Solve $x^2+10x=31$ by completing the square.,$x=5\pm\sqrt{56}$,$x=-5\pm56$,$x=-5\pm\sqrt{56}$.,$x=26$,45,3
10,Solve $x^2+22x=9$ by completing the square.,$x=11\pm\sqrt{130}$,$x=-11\pm130$,$x=-2$,$x=-11\pm\sqrt{130}$.,45,4
11,"Which form would reveal the vertex most directly for a quadratic with vertex $(-3,-11)$: standard, factored, or vertex form? Write a matching vertex-form equation with leading coefficient 1.",Vertex form; $y=(x+3)^2-11$.,standard form,factored form,all forms reveal the vertex equally directly,45,1
12,"Which form would reveal the vertex most directly for a quadratic with vertex $(7,-11)$: standard, factored, or vertex form? Write a matching vertex-form equation with leading coefficient 1.",standard form,Vertex form; $y=(x-7)^2-11$.,factored form,all forms reveal the vertex equally directly,45,2
13,"Which form would reveal the vertex most directly for a quadratic with vertex $(-2,2)$: standard, factored, or vertex form? Write a matching vertex-form equation with leading coefficient 1.",standard form,factored form,all forms reveal the vertex equally directly,Vertex form; $y=(x+2)^2+2$.,45,4
14,"Which form would reveal the vertex most directly for a quadratic with vertex $(-3,-12)$: standard, factored, or vertex form? Write a matching vertex-form equation with leading coefficient 1.",Vertex form; $y=(x+3)^2-12$.,standard form,factored form,all forms reveal the vertex equally directly,45,1
15,"Which form would reveal the vertex most directly for a quadratic with vertex $(2,-9)$: standard, factored, or vertex form? Write a matching vertex-form equation with leading coefficient 1.",standard form,Vertex form; $y=(x-2)^2-9$.,factored form,all forms reveal the vertex equally directly,45,2
16,"Start with $y=x^2$. Describe the transformations that produce $y=2(x-3)^2+12$, including the effect of the outside factor.",horizontal shift only,vertical shift only,"Shift horizontally by 3 unit(s) right, shift 12 unit(s) up, and apply an outside factor of 2.",reflection only,45,3
17,"Start with $y=x^2$. Describe the transformations that produce $y=-3(x+7)^2-4$, including the effect of the outside factor.","Shift horizontally by 7 unit(s) left, shift 4 unit(s) down, and apply an outside factor of -3.",horizontal shift only,vertical shift only,reflection only,45,1
18,"Start with $y=2^x$. Describe the transformations that produce $y=4(2^(x+8))-1$, including the effect of the outside factor.",horizontal shift only,vertical shift only,"Shift horizontally by 8 unit(s) left, shift 1 unit(s) down, and apply an outside factor of 4.",reflection only,45,3
19,"Start with $y=x^2$. Describe the transformations that produce $y=-3(x-6)^2+10$, including the effect of the outside factor.",horizontal shift only,"Shift horizontally by 6 unit(s) right, shift 10 unit(s) up, and apply an outside factor of -3.",vertical shift only,reflection only,45,2
20,"Start with $y=|x|$. Describe the transformations that produce $y=3|x-9|+1$, including the effect of the outside factor.",horizontal shift only,vertical shift only,reflection only,"Shift horizontally by 9 unit(s) right, shift 1 unit(s) up, and apply an outside factor of 3.",45,4
21,"Start with $y=2^x$. Describe the transformations that produce $y=-1(2^(x+9))-11$, including the effect of the outside factor.",horizontal shift only,vertical shift only,"Shift horizontally by 9 unit(s) left, shift 11 unit(s) down, and apply an outside factor of -1.",reflection only,45,3
22,"Start with $y=x^2$. Describe the transformations that produce $y=-3(x+6)^2-7$, including the effect of the outside factor.","Shift horizontally by 6 unit(s) left, shift 7 unit(s) down, and apply an outside factor of -3.",horizontal shift only,vertical shift only,reflection only,45,1
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
